visit_date,attendance,Cardio,Flexibility,Strength,day_of_week,month,week_of_year,day_of_month,is_weekend,is_holiday,is_promotion_day,is_special_day,sin_dow,cos_dow,sin_month,cos_month,trend,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_28,rolling_mean_3,rolling_std_3,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_21,rolling_std_21,cardio_lag_1,cardio_lag_7,strength_lag_1,strength_lag_7,flexibility_lag_1,flexibility_lag_7
2023-02-27,287,98,50,139,0,2,9,27,0,0,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,57,364.0,349.0,280.0,290.0,286.0,276.0,324.0,333.3333333333333,40.820746359337235,306.2857142857143,34.94144762176847,308.64285714285717,37.29633337898621,303.1904761904762,43.98479174398702,127.0,101.0,163.0,125.0,74.0,64.0
2023-02-28,269,83,49,137,1,2,9,28,0,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,58,287.0,364.0,349.0,294.0,279.0,282.0,340.0,306.6666666666667,50.461206221545524,302.7142857142857,37.584191205498335,307.92857142857144,37.996891139456835,302.57142857142856,44.38757870009521,98.0,122.0,139.0,126.0,50.0,46.0
2023-03-01,265,98,40,127,2,3,9,1,0,0,0,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,59,269.0,287.0,364.0,280.0,295.0,290.0,295.0,273.6666666666667,11.71893055416514,300.57142857142856,39.47512779315281,305.7857142857143,39.594441279297996,301.3809523809524,45.07158327646836,83.0,96.0,137.0,123.0,49.0,61.0
2023-03-02,282,103,45,134,3,3,9,2,0,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,60,265.0,269.0,287.0,290.0,280.0,188.0,294.0,272.0,8.88819441731627,299.42857142857144,39.94520055800295,305.92857142857144,39.49773953749032,305.85714285714283,37.23477637140548,98.0,84.0,127.0,157.0,40.0,49.0
2023-03-03,282,103,60,119,4,3,9,3,0,0,0,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,61,282.0,265.0,269.0,280.0,289.0,297.0,352.0,276.3333333333333,9.81495457622426,299.7142857142857,39.78992454426279,305.42857142857144,39.771876971073354,305.14285714285717,37.55567295933566,103.0,108.0,134.0,120.0,45.0,52.0
2023-03-04,353,136,61,156,5,3,9,4,1,0,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,62,282.0,282.0,265.0,349.0,378.0,326.0,388.0,305.6666666666667,40.99186911246357,300.2857142857143,40.63542906427993,303.64285714285717,36.705914725343284,306.42857142857144,38.74864052914821,103.0,147.0,119.0,125.0,60.0,77.0
2023-03-05,375,151,72,152,6,3,9,5,1,0,0,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,63,353.0,282.0,282.0,364.0,366.0,377.0,396.0,336.6666666666667,48.603840726153976,301.85714285714283,43.61356276598929,304.2857142857143,37.940091584635724,306.3333333333333,38.568553684748636,136.0,127.0,156.0,163.0,61.0,74.0
2023-03-06,287,123,42,122,0,3,10,6,0,0,0,0,0.0,1.0,1.0,6.123233995736766e-17,64,375.0,353.0,282.0,287.0,290.0,286.0,276.0,338.3333333333333,45.79665198825502,301.85714285714283,43.61356276598929,304.07142857142856,38.03533637536035,306.3809523809524,38.542802428567946,151.0,98.0,152.0,139.0,72.0,50.0
2023-03-07,254,95,43,116,1,3,10,7,0,0,0,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,65,287.0,375.0,353.0,269.0,294.0,279.0,282.0,305.3333333333333,62.548647733850665,299.7142857142857,45.810167305648,301.2142857142857,40.2858604159145,305.1904761904762,39.79650618787922,123.0,83.0,122.0,137.0,42.0,49.0
2023-03-08,292,117,49,126,2,3,10,8,0,0,0,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,66,254.0,287.0,375.0,265.0,280.0,295.0,290.0,277.6666666666667,20.64784088793161,303.57142857142856,43.47741614086265,302.07142857142856,39.9258240813064,305.04761904761904,39.84027634251076,95.0,98.0,116.0,127.0,43.0,40.0
2023-03-09,267,108,45,114,3,3,10,9,0,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,67,292.0,254.0,287.0,282.0,290.0,280.0,188.0,271.0,19.31320791582815,301.42857142857144,45.05869188387236,300.42857142857144,40.9215276910751,304.42857142857144,40.34671167340836,117.0,103.0,126.0,134.0,49.0,45.0
2023-03-10,288,112,42,134,4,3,10,10,0,0,0,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,68,267.0,292.0,254.0,282.0,280.0,289.0,297.0,282.3333333333333,13.428824718989397,302.2857142857143,44.683010513745145,301.0,40.66939881532548,304.3809523809524,40.366416970640614,108.0,103.0,114.0,119.0,45.0,60.0
2023-03-11,384,140,91,153,5,3,10,11,1,0,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,69,288.0,267.0,292.0,353.0,349.0,378.0,326.0,313.0,62.37788069500284,306.7142857142857,51.55487136929729,303.5,44.72092953485578,304.6666666666667,40.9308359715916,112.0,136.0,134.0,156.0,42.0,61.0
2023-03-12,348,134,80,134,6,3,10,12,1,0,0,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,70,384.0,288.0,267.0,375.0,364.0,366.0,377.0,340.0,48.49742261192864,302.85714285714283,46.34086954812373,302.35714285714283,43.2356817434879,303.8095238095238,39.75376591924227,140.0,151.0,153.0,152.0,91.0,72.0
2023-03-13,280,98,50,132,0,3,11,13,0,0,0,0,0.0,1.0,1.0,6.123233995736766e-17,71,348.0,384.0,288.0,287.0,287.0,290.0,286.0,337.3333333333333,52.81413952090235,301.85714285714283,46.81320530017381,301.85714285714283,43.46679925371357,303.3333333333333,39.98666444370343,134.0,123.0,134.0,122.0,80.0,42.0
2023-03-14,268,114,43,111,1,3,11,14,0,0,0,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,72,280.0,348.0,384.0,254.0,269.0,294.0,279.0,298.6666666666667,43.1431724996359,303.85714285714283,44.678214569775356,301.7857142857143,43.525728150015006,302.0952380952381,40.68649009426199,98.0,95.0,132.0,116.0,50.0,43.0
2023-03-15,301,113,52,136,2,3,11,15,0,0,0,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,73,268.0,280.0,348.0,292.0,265.0,280.0,295.0,283.0,16.703293088490277,305.14285714285717,44.408815083752074,304.35714285714283,42.22942310550989,303.0952380952381,40.37314052919935,114.0,117.0,111.0,126.0,43.0,49.0
2023-03-16,279,110,48,121,3,3,11,16,0,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,74,301.0,268.0,280.0,267.0,282.0,290.0,280.0,282.6666666666667,16.802777548171623,306.85714285714283,42.896886333892404,304.14285714285717,42.35900983599252,302.57142857142856,40.622126271985636,113.0,108.0,136.0,114.0,52.0,45.0
2023-03-17,270,100,40,130,4,3,11,17,0,0,0,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,75,279.0,301.0,268.0,288.0,282.0,280.0,289.0,283.3333333333333,15.947831618541125,304.2857142857143,44.71656771903964,303.2857142857143,42.95870749278365,302.0952380952381,40.9571785672607,110.0,112.0,121.0,134.0,48.0,42.0
2023-03-18,347,129,73,145,5,3,11,18,1,0,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,76,270.0,279.0,301.0,384.0,353.0,349.0,378.0,298.6666666666667,42.09908945967049,299.0,34.81379037105888,302.85714285714283,42.45152374334595,302.0,40.84482831399836,100.0,140.0,130.0,153.0,40.0,91.0
2023-03-19,368,142,61,165,6,3,11,19,1,0,0,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,77,347.0,270.0,279.0,348.0,375.0,364.0,366.0,328.3333333333333,51.59780357082401,301.85714285714283,39.947584705580816,302.35714285714283,41.568492400369266,302.1904761904762,41.15655360646598,129.0,134.0,145.0,134.0,73.0,80.0
2023-03-20,286,116,34,136,0,3,12,20,0,0,0,0,0.0,1.0,1.0,6.123233995736766e-17,78,368.0,347.0,270.0,280.0,287.0,287.0,290.0,333.6666666666667,42.594991880893005,302.7142857142857,39.461856206191385,302.2857142857143,41.597759872060706,302.14285714285717,41.175582223310144,142.0,98.0,165.0,132.0,61.0,50.0
2023-03-21,301,110,48,143,1,3,12,21,0,0,0,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,79,286.0,368.0,347.0,268.0,254.0,269.0,294.0,318.3333333333333,43.661577311560116,307.42857142857144,36.48222006611452,305.64285714285717,39.230300578971864,303.6666666666667,40.47385987688025,116.0,114.0,136.0,111.0,34.0,43.0
2023-03-22,296,119,42,135,2,3,12,22,0,0,0,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,80,301.0,286.0,368.0,301.0,292.0,265.0,280.0,294.3333333333333,7.637626158260182,306.7142857142857,36.67748758077799,305.92857142857144,39.13775333694734,305.14285714285717,39.54780109473313,110.0,113.0,143.0,136.0,48.0,52.0
2023-03-23,271,109,43,119,3,3,12,23,0,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,81,296.0,301.0,286.0,279.0,267.0,282.0,290.0,289.3333333333333,16.072751268321802,305.57142857142856,37.79266746719187,306.2142857142857,38.84521269668305,304.6190476190476,39.94055106089077,119.0,110.0,135.0,121.0,42.0,48.0
2023-03-24,265,84,52,129,4,3,12,24,0,0,0,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,82,271.0,296.0,301.0,270.0,288.0,282.0,280.0,277.3333333333333,16.44181660685156,304.85714285714283,38.615318943948736,304.57142857142856,40.13959159217754,303.8095238095238,40.58893820687982,109.0,100.0,119.0,130.0,43.0,40.0
2023-03-25,354,142,70,142,5,3,12,25,1,0,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,83,265.0,271.0,296.0,347.0,384.0,353.0,349.0,296.6666666666667,49.74267115197312,305.85714285714283,39.955928101800104,302.42857142857144,36.178434472474315,303.85714285714283,40.65007467924967,84.0,129.0,129.0,145.0,52.0,73.0
2023-03-26,369,148,71,150,6,3,12,26,1,0,0,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,84,354.0,265.0,271.0,368.0,348.0,375.0,364.0,329.3333333333333,56.21684207898322,306.0,40.21608301828214,303.92857142857144,38.56954614861169,303.57142857142856,40.142958820410165,142.0,142.0,142.0,165.0,70.0,61.0
2023-03-27,255,84,30,141,0,3,13,27,0,0,0,0,0.0,1.0,1.0,6.123233995736766e-17,85,369.0,354.0,265.0,286.0,280.0,287.0,287.0,326.0,61.94352266379436,301.57142857142856,44.28640552455961,302.14285714285717,40.30242814379441,302.04761904761904,41.391395471131695,148.0,116.0,150.0,136.0,71.0,34.0
2023-03-28,288,115,41,132,1,3,13,28,0,0,0,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,86,255.0,369.0,354.0,301.0,268.0,254.0,269.0,304.0,58.66003750424991,299.7142857142857,44.58592560332007,303.57142857142856,39.342117352809,303.6666666666667,40.06161920508627,84.0,110.0,141.0,143.0,30.0,48.0
2023-03-29,276,103,54,119,2,3,13,29,0,0,0,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,87,288.0,255.0,369.0,296.0,301.0,292.0,265.0,273.0,16.70329308849024,296.85714285714283,45.49515934480893,301.7857142857143,40.02917891782396,302.9047619047619,40.4449066779796,115.0,119.0,132.0,135.0,41.0,42.0
2023-03-30,261,104,31,126,3,3,13,30,0,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,88,276.0,288.0,255.0,271.0,279.0,267.0,282.0,275.0,13.527749258468901,295.42857142857144,46.58632540011872,300.5,41.092297612532214,302.6190476190476,40.73140826251434,103.0,109.0,119.0,119.0,54.0,43.0
2023-03-31,283,103,39,141,4,3,13,31,0,0,0,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,89,261.0,276.0,288.0,265.0,270.0,288.0,282.0,273.3333333333333,11.239810200058512,298.0,45.09988913511907,301.42857142857144,40.492571561316645,302.3809523809524,40.83561704012346,104.0,84.0,126.0,129.0,31.0,52.0
2023-04-01,329,120,62,147,5,4,13,1,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,90,283.0,261.0,276.0,354.0,347.0,384.0,353.0,291.0,34.69870314579503,294.42857142857144,40.70158532071055,300.14285714285717,39.19940569183931,299.76190476190476,36.91463769550607,103.0,142.0,141.0,142.0,39.0,70.0
2023-04-02,351,139,60,152,6,4,13,2,1,0,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,91,329.0,283.0,261.0,369.0,368.0,348.0,375.0,321.0,34.69870314579503,291.85714285714283,35.43269945228875,298.92857142857144,37.14517110290023,299.9047619047619,37.11590597291784,120.0,148.0,147.0,150.0,62.0,71.0
2023-04-03,279,104,45,130,0,4,14,3,0,0,0,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,92,351.0,329.0,283.0,255.0,286.0,280.0,287.0,319.6666666666667,36.896250938724656,295.2857142857143,32.29403601138752,298.42857142857144,37.37896217375238,299.85714285714283,37.14335164505989,139.0,84.0,152.0,141.0,60.0,30.0
2023-04-04,249,86,39,124,1,4,14,4,0,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,93,279.0,351.0,329.0,288.0,301.0,268.0,254.0,293.0,52.42136968832469,289.7142857142857,36.8090309829639,294.7142857142857,39.62017468106672,298.95238095238096,38.17522258019749,104.0,115.0,130.0,132.0,45.0,41.0
2023-04-05,275,109,52,114,2,4,14,5,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,94,249.0,279.0,351.0,276.0,296.0,301.0,292.0,267.6666666666667,16.28905563049435,289.57142857142856,36.873012456525466,293.2142857142857,39.963788554194835,297.7142857142857,38.52550175811194,86.0,103.0,124.0,119.0,39.0,54.0
2023-04-06,213,78,42,93,3,4,14,6,0,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,95,275.0,249.0,279.0,261.0,271.0,279.0,267.0,245.66666666666666,31.13411847689508,282.7142857142857,46.32391134074065,289.07142857142856,45.11773365440567,294.57142857142856,42.604661046147775,109.0,104.0,114.0,126.0,52.0,31.0
2023-04-07,274,100,45,129,4,4,14,7,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,96,213.0,275.0,249.0,283.0,265.0,270.0,288.0,254.0,35.5105618091295,281.42857142857144,46.43941265368336,289.7142857142857,44.811448694122056,294.76190476190476,42.49812320786032,78.0,103.0,93.0,141.0,42.0,39.0
2023-04-08,347,140,64,143,5,4,14,8,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,97,274.0,213.0,275.0,329.0,354.0,347.0,384.0,278.0,67.08949247087808,284.0,49.88319690370066,289.2142857142857,44.07193171209045,294.76190476190476,42.49812320786032,100.0,120.0,129.0,147.0,45.0,62.0
2023-04-09,49,21,8,20,6,4,14,9,1,0,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,98,347.0,274.0,213.0,351.0,369.0,368.0,348.0,223.33333333333334,155.3265377626545,240.85714285714286,93.66327734928767,266.35714285714283,72.99800539198858,279.57142857142856,65.69290024696073,140.0,139.0,143.0,152.0,64.0,60.0
2023-04-10,260,95,42,123,0,4,15,10,0,0,0,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,99,49.0,347.0,274.0,279.0,255.0,286.0,280.0,218.66666666666666,153.23946402064104,238.14285714285714,92.64345375583527,266.7142857142857,72.95038205354544,278.3333333333333,65.81058678763868,21.0,104.0,20.0,130.0,8.0,45.0
2023-04-11,267,91,47,129,1,4,15,11,0,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,100,260.0,49.0,347.0,249.0,288.0,301.0,268.0,192.0,123.89108119634764,240.71428571428572,93.24289836356523,265.2142857142857,72.69449092599118,276.7142857142857,65.6430825427499,95.0,86.0,123.0,124.0,42.0,39.0
2023-04-12,243,101,38,104,2,4,15,12,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,101,267.0,260.0,49.0,275.0,276.0,296.0,301.0,256.6666666666667,12.342339054382641,236.14285714285714,92.05872866713719,262.85714285714283,72.85270402336818,274.1904761904762,65.88294092374666,91.0,109.0,129.0,114.0,47.0,52.0
